OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00920,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-10-04,Sev4,Storage latency,9,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00552,canadacentral-dc08-cap05,canadacentral-dc08,canadacentral,F2,AMD-highmem,2025-10-05,Sev2,Unplanned reboot,69,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00303,westeurope-dc10-cap02,westeurope-dc10,westeurope,F64,GPU-class,2025-10-05,Sev3,Memory pressure,26,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00396,northcentralus-dc08-cap02,northcentralus-dc08,northcentralus,F4,AMD-highmem,2025-10-05,Sev4,Network partition,3,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00895,westus2-dc10-cap01,westus2-dc10,westus2,F16,AMD-highmem,2025-10-07,Sev3,Node unresponsive,46,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00242,westeurope-dc01-cap01,westeurope-dc01,westeurope,F16,GPU-class,2025-10-07,Sev3,Storage latency,44,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00856,uksouth-dc09-cap05,uksouth-dc09,uksouth,F4,AMD-highmem,2025-10-07,Sev2,Capacity throttling,115,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00407,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-10-08,Sev3,Node unresponsive,33,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00023,southcentralus-dc01-cap04,southcentralus-dc01,southcentralus,F4,Intel-highmem,2025-10-08,Sev3,Network partition,7,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00185,centralindia-dc06-cap03,centralindia-dc06,centralindia,F2,Intel-highmem,2025-10-08,Sev3,Memory pressure,42,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00266,westeurope-dc06-cap01,westeurope-dc06,westeurope,F8,GPU-class,2025-10-08,Sev1,Node unresponsive,139,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00329,northcentralus-dc02-cap01,northcentralus-dc02,northcentralus,F64,GPU-class,2025-10-08,Sev4,Memory pressure,11,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00602,canadaeast-dc06-cap01,canadaeast-dc06,canadaeast,F128,AMD-highmem,2025-10-08,Sev4,Node unresponsive,4,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00624,canadaeast-dc08-cap04,canadaeast-dc08,canadaeast,F2,AMD-highmem,2025-10-08,Sev3,Unplanned reboot,49,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00807,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-10-08,Sev2,Capacity throttling,55,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00752,uksouth-dc02-cap03,uksouth-dc02,uksouth,F4,AMD-highmem,2025-10-09,Sev2,Capacity throttling,60,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00358,northcentralus-dc04-cap03,northcentralus-dc04,northcentralus,F4,GPU-class,2025-10-09,Sev4,Node unresponsive,2,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00439,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-10-09,Sev3,Unplanned reboot,20,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00825,uksouth-dc07-cap02,uksouth-dc07,uksouth,F32,AMD-standard,2025-10-09,Sev3,Network partition,46,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00550,canadacentral-dc08-cap04,canadacentral-dc08,canadacentral,F4,AMD-highmem,2025-10-09,Sev1,Network partition,282,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00851,uksouth-dc09-cap01,uksouth-dc09,uksouth,F128,AMD-highmem,2025-10-09,Sev3,Unplanned reboot,58,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00838,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-10-09,Sev4,Memory pressure,14,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00918,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-10-09,Sev4,Memory pressure,13,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00251,westeurope-dc01-cap04,westeurope-dc01,westeurope,F2,GPU-class,2025-10-09,Sev3,Network partition,23,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00123,centralindia-dc01-cap01,centralindia-dc01,centralindia,F16,Intel-standard,2025-10-09,Sev4,Node unresponsive,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00897,eastus-dc01-cap01,eastus-dc01,eastus,F32,AMD-highmem,2025-10-09,Sev3,Storage latency,37,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00134,centralindia-dc03-cap01,centralindia-dc03,centralindia,F2,Intel-standard,2025-10-09,Sev2,Network partition,157,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00066,southcentralus-dc06-cap01,southcentralus-dc06,southcentralus,F32,Intel-highmem,2025-10-10,Sev1,Network partition,258,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00714,eastus2-dc08-cap02,eastus2-dc08,eastus2,F128,AMD-highmem,2025-10-10,Sev4,Capacity throttling,3,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00060,southcentralus-dc05-cap01,southcentralus-dc05,southcentralus,F64,Intel-standard,2025-10-10,Sev4,Capacity throttling,1,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00648,canadaeast-dc10-cap02,canadaeast-dc10,canadaeast,F64,AMD-highmem,2025-10-10,Sev3,Capacity throttling,54,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00173,centralindia-dc05-cap03,centralindia-dc05,centralindia,F4,Intel-highmem,2025-10-10,Sev4,Storage latency,14,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00766,uksouth-dc03-cap05,uksouth-dc03,uksouth,F4,AMD-highmem,2025-10-11,Sev3,Unplanned reboot,32,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00174,centralindia-dc05-cap03,centralindia-dc05,centralindia,F4,Intel-highmem,2025-10-12,Sev4,Capacity throttling,2,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00353,northcentralus-dc04-cap02,northcentralus-dc04,northcentralus,F32,GPU-class,2025-10-12,Sev2,Unplanned reboot,68,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00707,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-10-12,Sev3,Network partition,38,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00247,westeurope-dc01-cap03,westeurope-dc01,westeurope,F4,GPU-class,2025-10-12,Sev4,Node unresponsive,4,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00716,eastus2-dc08-cap02,eastus2-dc08,eastus2,F128,AMD-highmem,2025-10-12,Sev4,Storage latency,2,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00208,centralindia-dc09-cap01,centralindia-dc09,centralindia,F8,Intel-highmem,2025-10-13,Sev3,Storage latency,22,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00613,canadaeast-dc07-cap01,canadaeast-dc07,canadaeast,F32,AMD-standard,2025-10-13,Sev4,Network partition,2,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00722,eastus2-dc09-cap02,eastus2-dc09,eastus2,F8,AMD-highmem,2025-10-13,Sev3,Unplanned reboot,9,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00821,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-10-13,Sev3,Storage latency,6,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00140,centralindia-dc04-cap01,centralindia-dc04,centralindia,F32,Intel-highmem,2025-10-13,Sev2,Node unresponsive,103,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00190,centralindia-dc07-cap01,centralindia-dc07,centralindia,F16,Intel-standard,2025-10-13,Sev3,Node unresponsive,7,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00965,northeurope-dc08-cap03,northeurope-dc08,northeurope,F4,AMD-highmem,2025-10-14,Sev2,Capacity throttling,131,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00156,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2025-10-14,Sev4,Node unresponsive,8,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00970,northeurope-dc09-cap02,northeurope-dc09,northeurope,F4,AMD-standard,2025-10-14,Sev4,Network partition,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00489,canadacentral-dc04-cap01,canadacentral-dc04,canadacentral,F128,AMD-highmem,2025-10-15,Sev4,Network partition,10,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00770,uksouth-dc05-cap02,uksouth-dc05,uksouth,F16,AMD-highmem,2025-10-15,Sev3,Unplanned reboot,36,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00914,eastus-dc05-cap02,eastus-dc05,eastus,F2,AMD-standard,2025-10-15,Sev4,Unplanned reboot,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00228,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-10-15,Sev2,Storage latency,75,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00287,westeurope-dc09-cap01,westeurope-dc09,westeurope,F32,AMD-highmem,2025-10-15,Sev3,Unplanned reboot,42,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00739,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2025-10-15,Sev4,Storage latency,4,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00096,southcentralus-dc08-cap03,southcentralus-dc08,southcentralus,F2,Intel-standard,2025-10-15,Sev4,Capacity throttling,13,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00697,eastus2-dc05-cap02,eastus2-dc05,eastus2,F16,AMD-highmem,2025-10-16,Sev3,Network partition,19,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00761,uksouth-dc03-cap04,uksouth-dc03,uksouth,F8,AMD-highmem,2025-10-16,Sev3,Capacity throttling,20,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00401,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-10-16,Sev3,Unplanned reboot,49,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00233,centralindia-dc10-cap02,centralindia-dc10,centralindia,F4,Intel-highmem,2025-10-16,Sev1,Unplanned reboot,120,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00576,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-10-16,Sev4,Unplanned reboot,11,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00936,eastus-dc08-cap02,eastus-dc08,eastus,F4,AMD-standard,2025-10-16,Sev2,Memory pressure,117,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00016,southcentralus-dc01-cap03,southcentralus-dc01,southcentralus,F8,Intel-highmem,2025-10-16,Sev3,Unplanned reboot,12,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00735,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2025-10-16,Sev3,Unplanned reboot,32,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00382,northcentralus-dc06-cap01,northcentralus-dc06,northcentralus,F128,GPU-class,2025-10-17,Sev2,Capacity throttling,137,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00479,canadacentral-dc03-cap01,canadacentral-dc03,canadacentral,F128,AMD-highmem,2025-10-17,Sev2,Network partition,69,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00103,southcentralus-dc09-cap03,southcentralus-dc09,southcentralus,F2,Intel-standard,2025-10-17,Sev4,Capacity throttling,9,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00571,canadaeast-dc01-cap03,canadaeast-dc01,canadaeast,F4,AMD-highmem,2025-10-17,Sev4,Node unresponsive,4,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00390,northcentralus-dc08-cap01,northcentralus-dc08,northcentralus,F128,AMD-highmem,2025-10-18,Sev3,Storage latency,18,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00706,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-10-18,Sev4,Capacity throttling,10,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00653,canadaeast-dc10-cap05,canadaeast-dc10,canadaeast,F8,AMD-highmem,2025-10-18,Sev3,Node unresponsive,7,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00356,northcentralus-dc04-cap02,northcentralus-dc04,northcentralus,F32,GPU-class,2025-10-18,Sev4,Memory pressure,14,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00471,canadacentral-dc02-cap04,canadacentral-dc02,canadacentral,F8,AMD-standard,2025-10-18,Sev4,Node unresponsive,8,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00263,westeurope-dc05-cap01,westeurope-dc05,westeurope,F32,GPU-class,2025-10-18,Sev4,Memory pressure,1,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00760,uksouth-dc03-cap03,uksouth-dc03,uksouth,F16,AMD-highmem,2025-10-18,Sev3,Unplanned reboot,46,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00343,northcentralus-dc03-cap02,northcentralus-dc03,northcentralus,F8,AMD-highmem,2025-10-18,Sev3,Memory pressure,17,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00566,canadacentral-dc10-cap03,canadacentral-dc10,canadacentral,F2,AMD-highmem,2025-10-18,Sev4,Memory pressure,1,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00909,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2025-10-19,Sev4,Storage latency,9,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00700,eastus2-dc06-cap03,eastus2-dc06,eastus2,F2,AMD-highmem,2025-10-19,Sev1,Node unresponsive,182,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00724,eastus2-dc10-cap01,eastus2-dc10,eastus2,F32,AMD-standard,2025-10-19,Sev1,Unplanned reboot,392,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00764,uksouth-dc03-cap04,uksouth-dc03,uksouth,F8,AMD-highmem,2025-10-19,Sev3,Capacity throttling,50,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00925,eastus-dc06-cap02,eastus-dc06,eastus,F16,AMD-standard,2025-10-19,Sev3,Network partition,42,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00926,eastus-dc06-cap02,eastus-dc06,eastus,F16,AMD-standard,2025-10-19,Sev4,Unplanned reboot,5,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00090,southcentralus-dc07-cap03,southcentralus-dc07,southcentralus,F4,Intel-highmem,2025-10-20,Sev2,Capacity throttling,165,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00221,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-10-20,Sev3,Network partition,40,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00149,centralindia-dc04-cap02,centralindia-dc04,centralindia,F16,Intel-highmem,2025-10-20,Sev4,Network partition,14,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00894,westus2-dc09-cap02,westus2-dc09,westus2,F4,AMD-standard,2025-10-20,Sev4,Capacity throttling,11,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00915,eastus-dc05-cap02,eastus-dc05,eastus,F2,AMD-standard,2025-10-20,Sev3,Capacity throttling,42,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00380,northcentralus-dc06-cap01,northcentralus-dc06,northcentralus,F128,GPU-class,2025-10-20,Sev3,Storage latency,5,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00070,southcentralus-dc06-cap02,southcentralus-dc06,southcentralus,F16,Intel-highmem,2025-10-21,Sev1,Memory pressure,237,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00006,southcentralus-dc01-cap01,southcentralus-dc01,southcentralus,F64,Intel-highmem,2025-10-21,Sev4,Memory pressure,3,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00415,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-10-21,Sev3,Storage latency,45,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00730,eastus2-dc10-cap03,eastus2-dc10,eastus2,F8,AMD-standard,2025-10-21,Sev2,Capacity throttling,117,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00517,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-10-21,Sev3,Memory pressure,15,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00577,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-10-21,Sev3,Node unresponsive,50,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00618,canadaeast-dc08-cap01,canadaeast-dc08,canadaeast,F128,AMD-highmem,2025-10-21,Sev4,Network partition,11,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00068,southcentralus-dc06-cap01,southcentralus-dc06,southcentralus,F32,Intel-highmem,2025-10-22,Sev4,Network partition,5,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00500,canadacentral-dc06-cap01,canadacentral-dc06,canadacentral,F64,AMD-highmem,2025-10-22,Sev2,Network partition,109,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00414,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-10-22,Sev3,Unplanned reboot,36,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00954,northeurope-dc06-cap02,northeurope-dc06,northeurope,F2,AMD-standard,2025-10-22,Sev1,Unplanned reboot,359,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00887,westus2-dc06-cap01,westus2-dc06,westus2,F16,AMD-standard,2025-10-22,Sev3,Node unresponsive,44,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00879,westus2-dc04-cap01,westus2-dc04,westus2,F16,AMD-standard,2025-10-22,Sev2,Memory pressure,28,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00097,southcentralus-dc08-cap03,southcentralus-dc08,southcentralus,F2,Intel-standard,2025-10-22,Sev4,Network partition,14,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00217,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-10-22,Sev3,Storage latency,35,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00370,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2025-10-22,Sev2,Network partition,147,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00815,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-10-22,Sev4,Memory pressure,3,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00572,canadaeast-dc01-cap04,canadaeast-dc01,canadaeast,F2,AMD-highmem,2025-10-23,Sev4,Memory pressure,6,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00732,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2025-10-23,Sev2,Storage latency,27,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00425,northcentralus-dc09-cap02,northcentralus-dc09,northcentralus,F64,GPU-class,2025-10-23,Sev3,Storage latency,34,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00589,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-10-23,Sev4,Network partition,3,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00637,canadaeast-dc09-cap05,canadaeast-dc09,canadaeast,F2,AMD-highmem,2025-10-24,Sev2,Network partition,25,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00009,southcentralus-dc01-cap02,southcentralus-dc01,southcentralus,F16,Intel-highmem,2025-10-24,Sev3,Capacity throttling,43,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00510,canadacentral-dc06-cap04,canadacentral-dc06,canadacentral,F2,AMD-highmem,2025-10-24,Sev3,Network partition,51,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00225,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-10-24,Sev2,Unplanned reboot,32,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00635,canadaeast-dc09-cap04,canadaeast-dc09,canadaeast,F4,AMD-highmem,2025-10-24,Sev3,Unplanned reboot,37,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00166,centralindia-dc05-cap01,centralindia-dc05,centralindia,F16,Intel-highmem,2025-10-24,Sev3,Node unresponsive,50,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00591,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-10-24,Sev4,Network partition,5,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00644,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-10-24,Sev3,Memory pressure,39,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00822,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-10-24,Sev4,Unplanned reboot,6,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00275,westeurope-dc07-cap02,westeurope-dc07,westeurope,F2,GPU-class,2025-10-24,Sev3,Network partition,8,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00745,uksouth-dc01-cap07,uksouth-dc01,uksouth,F2,AMD-standard,2025-10-24,Sev3,Network partition,51,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00111,southcentralus-dc10-cap02,southcentralus-dc10,southcentralus,F8,Intel-highmem,2025-10-24,Sev3,Node unresponsive,45,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00446,northcentralus-dc10-cap02,northcentralus-dc10,northcentralus,F8,GPU-class,2025-10-24,Sev3,Node unresponsive,49,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00089,southcentralus-dc07-cap03,southcentralus-dc07,southcentralus,F4,Intel-highmem,2025-10-24,Sev2,Network partition,96,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
